timestamp,employee_id,department,daily_ot_hours,pto_hours_taken,unplanned_absence,slack_msg_count,pulse_sentiment_score,burnout_risk_score
2026-07-15 00:00:00,EMP-1059,Customer Success,0,0,0,107,9.3,10
2026-07-15 00:00:00,EMP-1060,HR,1.7,0,0,55,7.1,31
2026-07-15 00:00:00,EMP-1061,Finance,0.2,0,0,131,6.8,21
2026-07-15 00:00:00,EMP-1062,Engineering,0.4,0,0,172,6.2,29
2026-07-15 00:00:00,EMP-1063,Product,0,0,0,88,8.5,13
2026-07-15 00:00:00,EMP-1064,Sales,0,0,0,133,7.3,18
2026-07-15 00:00:00,EMP-1065,Customer Success,2.9,0,0,98,7.7,32
2026-07-15 00:00:00,EMP-1066,HR,2.7,0,0,102,6.9,37
2026-07-15 00:00:00,EMP-1067,Finance,0,0,0,99,5.7,21
2026-07-15 00:00:00,EMP-1068,Engineering,0.7,0,0,81,8.1,21
2026-07-15 00:00:00,EMP-1069,Product,0,0,0,106,7.2,18
2026-07-15 00:00:00,EMP-1070,Sales,0,0,0,69,7.9,16
2026-07-15 00:00:00,EMP-1071,Customer Success,3.7,0,0,127,6.1,48
2026-07-15 00:00:00,EMP-1072,HR,1,0,0,98,6.6,27
2026-07-15 00:00:00,EMP-1073,Finance,1.9,0,0,106,6,34
2026-07-15 00:00:00,EMP-1074,Engineering,0,0,0,106,7.9,10
2026-07-15 00:00:00,EMP-1075,Product,0.2,0,0,69,9.1,10
2026-07-15 00:00:00,EMP-1076,Sales,1.8,0,0,113,9.4,17
2026-07-15 00:00:00,EMP-1077,Customer Success,2.2,0,0,100,6.8,37
2026-07-15 00:00:00,EMP-1078,HR,0,0,1,0,5.7,42
2026-07-15 00:00:00,EMP-1079,Finance,0,0,0,76,7.3,11
2026-07-15 00:00:00,EMP-1080,Engineering,0.8,0,0,126,6.2,33
2026-07-15 00:00:00,EMP-1081,Product,0,0,0,86,8.1,11
2026-07-15 00:00:00,EMP-1082,Sales,0.8,0,0,68,8.4,12
2026-07-15 00:00:00,EMP-1083,Customer Success,0,0,0,124,6.4,25
2026-07-15 00:00:00,EMP-1084,HR,0.5,0,0,101,7.4,20
2026-07-15 00:00:00,EMP-1085,Finance,1.1,0,0,87,5.1,40
2026-07-15 00:00:00,EMP-1086,Engineering,0.5,0,0,153,6.5,24
2026-07-15 00:00:00,EMP-1087,Product,1.5,0,0,58,6,31
2026-07-15 00:00:00,EMP-1088,Sales,0,0,0,106,7,21
2026-07-15 00:00:00,EMP-1089,Customer Success,0.4,0,0,79,5.6,27
2026-07-15 00:00:00,EMP-1090,HR,0,0,0,110,4.6,31
2026-07-15 00:00:00,EMP-1091,Finance,0,8,0,0,7.2,11
2026-07-15 00:00:00,EMP-1092,Engineering,3.8,0,0,82,7.6,41
2026-07-15 00:00:00,EMP-1093,Product,0,0,0,130,8.2,10
2026-07-15 00:00:00,EMP-1094,Sales,0,0,0,69,8.5,10
2026-07-15 00:00:00,EMP-1095,Customer Success,0,0,0,62,6.7,19
2026-07-15 00:00:00,EMP-1096,HR,0.4,0,0,125,7.1,17
2026-07-15 00:00:00,EMP-1097,Finance,0,0,0,100,5.5,24
2026-07-15 00:00:00,EMP-1098,Engineering,1.3,0,0,128,6.5,33
2026-07-15 00:00:00,EMP-1099,Product,0,0,0,77,7.1,17
2026-07-15 00:00:00,EMP-1100,Sales,3,0,0,108,6.1,46
2026-07-16 00:00:00,EMP-1001,Finance,1,0,0,118,3.7,44
2026-07-16 00:00:00,EMP-1002,Engineering,0.7,0,0,95,7.6,20
2026-07-16 00:00:00,EMP-1003,Product,0.6,0,0,91,7.8,15
2026-07-16 00:00:00,EMP-1004,Sales,3,0,0,90,4.2,60
2026-07-16 00:00:00,EMP-1005,Customer Success,1.8,0,0,37,8,30
2026-07-16 00:00:00,EMP-1006,HR,1.3,0,0,42,6.7,32
2026-07-16 00:00:00,EMP-1007,Finance,0,0,0,115,7.3,13
2026-07-16 00:00:00,EMP-1008,Engineering,0,0,0,178,5.5,27
2026-07-16 00:00:00,EMP-1009,Product,1.2,0,0,62,8,17
2026-07-16 00:00:00,EMP-1010,Sales,0.2,0,0,100,6.2,20
2026-07-16 00:00:00,EMP-1011,Customer Success,1.4,0,0,59,6.1,38
2026-07-16 00:00:00,EMP-1012,HR,0,0,0,67,7.1,12
2026-07-16 00:00:00,EMP-1013,Finance,1.2,0,0,103,6.2,34
2026-07-16 00:00:00,EMP-1014,Engineering,0.8,0,0,82,8.4,18
2026-07-16 00:00:00,EMP-1015,Product,1,0,0,65,7.4,19
2026-07-16 00:00:00,EMP-1016,Sales,1.3,0,0,44,7,31
2026-07-16 00:00:00,EMP-1017,Customer Success,1.8,0,0,52,4.9,43
2026-07-16 00:00:00,EMP-1018,HR,0.7,0,0,118,5.2,30
2026-07-16 00:00:00,EMP-1019,Finance,3.3,0,0,110,6.3,45
2026-07-16 00:00:00,EMP-1020,Engineering,3.4,0,0,137,6.5,44
2026-07-16 00:00:00,EMP-1021,Product,0,0,0,84,6.1,21
2026-07-16 00:00:00,EMP-1022,Sales,0,0,0,89,7.9,10
2026-07-16 00:00:00,EMP-1023,Customer Success,1.5,0,0,96,7.8,21
2026-07-16 00:00:00,EMP-1024,HR,1.2,0,0,43,7.5,23
2026-07-16 00:00:00,EMP-1025,Finance,0,0,0,39,4.8,26
2026-07-16 00:00:00,EMP-1026,Engineering,1.6,0,0,135,4.8,42
2026-07-16 00:00:00,EMP-1027,Product,0,0,0,116,9.3,10
2026-07-16 00:00:00,EMP-1028,Sales,0,0,1,0,4.5,49
2026-07-16 00:00:00,EMP-1029,Customer Success,1.4,0,0,59,8.3,16
2026-07-16 00:00:00,EMP-1030,HR,1.1,0,0,71,8.6,16
2026-07-16 00:00:00,EMP-1031,Finance,0.6,0,0,81,8.2,17
2026-07-16 00:00:00,EMP-1032,Engineering,1.8,0,0,139,7.6,25
2026-07-16 00:00:00,EMP-1033,Product,1.2,0,0,110,4.2,48
2026-07-16 00:00:00,EMP-1034,Sales,0.9,0,0,78,8.4,13
2026-07-16 00:00:00,EMP-1035,Customer Success,0,0,0,122,4.6,33
2026-07-16 00:00:00,EMP-1036,HR,1.7,0,0,27,8.5,19
2026-07-16 00:00:00,EMP-1037,Finance,0,0,0,74,7.4,13
2026-07-16 00:00:00,EMP-1038,Engineering,3,0,0,140,8,37
2026-07-16 00:00:00,EMP-1039,Product,1.3,0,0,62,8.8,17
2026-07-16 00:00:00,EMP-1040,Sales,0.5,0,0,78,5.6,32
2026-07-16 00:00:00,EMP-1041,Customer Success,2.4,0,0,61,7.8,29
2026-07-16 00:00:00,EMP-1042,HR,2.1,0,0,102,8.7,22
2026-07-16 00:00:00,EMP-1043,Finance,0.7,0,0,105,5.7,35
2026-07-16 00:00:00,EMP-1044,Engineering,0,0,0,181,7,20
2026-07-16 00:00:00,EMP-1045,Product,0.6,0,0,103,7.4,22
2026-07-16 00:00:00,EMP-1046,Sales,0.8,0,0,69,8.4,19
2026-07-16 00:00:00,EMP-1047,Customer Success,1.7,0,0,87,6.7,32
2026-07-16 00:00:00,EMP-1048,HR,0,8,0,0,7.7,13
2026-07-16 00:00:00,EMP-1049,Finance,0,0,0,57,7.4,18
2026-07-16 00:00:00,EMP-1050,Engineering,0,0,0,135,6,28
2026-07-16 00:00:00,EMP-1051,Product,1.5,0,0,26,6.5,29
2026-07-16 00:00:00,EMP-1052,Sales,1.3,0,0,89,7.7,21
2026-07-16 00:00:00,EMP-1053,Customer Success,0.1,0,0,91,5.9,29
2026-07-16 00:00:00,EMP-1054,HR,1.6,0,0,59,7.4,26
2026-07-16 00:00:00,EMP-1055,Finance,1.8,0,0,89,5.2,44
2026-07-16 00:00:00,EMP-1056,Engineering,1.7,0,0,120,6.8,34
2026-07-16 00:00:00,EMP-1057,Product,0,0,0,71,6.8,21
2026-07-16 00:00:00,EMP-1058,Sales,0,0,0,110,5.6,22
2026-07-16 00:00:00,EMP-1059,Customer Success,0,0,0,53,5.4,22
2026-07-16 00:00:00,EMP-1060,HR,0.7,0,0,87,6.6,30
2026-07-16 00:00:00,EMP-1061,Finance,0,0,0,128,7.9,10
2026-07-16 00:00:00,EMP-1062,Engineering,3,0,0,100,6.1,49
2026-07-16 00:00:00,EMP-1063,Product,0,0,0,97,5.3,24
2026-07-16 00:00:00,EMP-1064,Sales,1.4,0,0,85,6.9,27
2026-07-16 00:00:00,EMP-1065,Customer Success,1.2,0,0,58,6.1,37
2026-07-16 00:00:00,EMP-1066,HR,0.2,0,0,93,5.3,25
2026-07-16 00:00:00,EMP-1067,Finance,0,0,0,111,6,25
2026-07-16 00:00:00,EMP-1068,Engineering,0,0,0,108,8,15
2026-07-16 00:00:00,EMP-1069,Product,0.8,0,0,82,6.1,33
2026-07-16 00:00:00,EMP-1070,Sales,1,0,0,84,7.2,19
2026-07-16 00:00:00,EMP-1071,Customer Success,3.5,0,0,87,5.8,56
2026-07-16 00:00:00,EMP-1072,HR,2.4,0,0,52,6.9,38
2026-07-16 00:00:00,EMP-1073,Finance,0.6,0,0,117,6.8,20
2026-07-16 00:00:00,EMP-1074,Engineering,3.1,0,0,145,7.4,41
2026-07-16 00:00:00,EMP-1075,Product,0,0,0,68,7.9,10
2026-07-16 00:00:00,EMP-1076,Sales,0,0,0,59,7.4,10
2026-07-16 00:00:00,EMP-1077,Customer Success,2,0,0,25,6.4,35
2026-07-16 00:00:00,EMP-1078,HR,0.7,0,0,105,6.7,26
2026-07-16 00:00:00,EMP-1079,Finance,0.3,0,0,98,4.7,32
2026-07-16 00:00:00,EMP-1080,Engineering,1.4,0,0,125,7.1,24
2026-07-16 00:00:00,EMP-1081,Product,0,0,0,76,5.5,29
2026-07-16 00:00:00,EMP-1082,Sales,0,0,0,102,6.1,22
2026-07-16 00:00:00,EMP-1083,Customer Success,1.1,0,0,68,7.6,18
2026-07-16 00:00:00,EMP-1084,HR,1.7,0,0,111,6.9,34
2026-07-16 00:00:00,EMP-1085,Finance,1.5,0,0,108,6.8,27
2026-07-16 00:00:00,EMP-1086,Engineering,1.5,0,0,130,7,31
2026-07-16 00:00:00,EMP-1087,Product,0,0,0,78,7.2,13
2026-07-16 00:00:00,EMP-1088,Sales,0,0,0,113,6.7,20
2026-07-16 00:00:00,EMP-1089,Customer Success,4.1,0,0,93,5.3,57
2026-07-16 00:00:00,EMP-1090,HR,2.2,0,0,21,8.4,28
2026-07-16 00:00:00,EMP-1091,Finance,1,0,0,36,6,28
2026-07-16 00:00:00,EMP-1092,Engineering,2.8,0,0,145,6.6,38
2026-07-16 00:00:00,EMP-1093,Product,0.6,0,0,111,6.2,26
2026-07-16 00:00:00,EMP-1094,Sales,2.2,0,0,44,7.5,35
2026-07-16 00:00:00,EMP-1095,Customer Success,0,0,0,41,5.8,22
2026-07-16 00:00:00,EMP-1096,HR,1.5,0,0,104,6.3,30
2026-07-16 00:00:00,EMP-1097,Finance,0.5,0,0,90,8.7,15
2026-07-16 00:00:00,EMP-1098,Engineering,0.3,0,0,134,5,33
2026-07-16 00:00:00,EMP-1099,Product,0.4,0,0,101,5.5,28
2026-07-16 00:00:00,EMP-1100,Sales,1,0,0,113,6.4,29
2026-07-17 00:00:00,EMP-1001,Finance,0,0,0,86,6.2,17
2026-07-17 00:00:00,EMP-1002,Engineering,0,8,0,0,6.1,22
2026-07-17 00:00:00,EMP-1003,Product,0.1,0,0,55,7.8,16
2026-07-17 00:00:00,EMP-1004,Sales,1.8,0,0,140,6,41
2026-07-17 00:00:00,EMP-1005,Customer Success,0.5,0,0,89,6.4,28
2026-07-17 00:00:00,EMP-1006,HR,1.2,0,0,97,6.6,26
2026-07-17 00:00:00,EMP-1007,Finance,0,0,0,66,6.8,19
2026-07-17 00:00:00,EMP-1008,Engineering,0,0,1,0,9,25
2026-07-17 00:00:00,EMP-1009,Product,0,0,1,0,6.9,35
2026-07-17 00:00:00,EMP-1010,Sales,1.7,0,0,118,5.4,36
2026-07-17 00:00:00,EMP-1011,Customer Success,2.2,0,0,112,7.8,33
2026-07-17 00:00:00,EMP-1012,HR,1.1,0,0,92,6,33
2026-07-17 00:00:00,EMP-1013,Finance,0.5,0,0,98,6.1,28
2026-07-17 00:00:00,EMP-1014,Engineering,2.3,0,0,130,7.3,35
2026-07-17 00:00:00,EMP-1015,Product,0.2,0,0,70,5.6,24
2026-07-17 00:00:00,EMP-1016,Sales,0.7,0,0,122,7.1,23
2026-07-17 00:00:00,EMP-1017,Customer Success,1.4,0,0,76,6.4,31
2026-07-17 00:00:00,EMP-1018,HR,1.8,0,0,89,7.3,26
2026-07-17 00:00:00,EMP-1019,Finance,1.1,0,0,69,6.5,29
2026-07-17 00:00:00,EMP-1020,Engineering,3.7,0,0,106,7.3,46
2026-07-17 00:00:00,EMP-1021,Product,0,0,0,113,6.1,24
2026-07-17 00:00:00,EMP-1022,Sales,1.4,0,0,48,4.2,47
2026-07-17 00:00:00,EMP-1023,Customer Success,0.8,0,0,106,7.4,20
2026-07-17 00:00:00,EMP-1024,HR,1.2,0,0,79,5.4,36
2026-07-17 00:00:00,EMP-1025,Finance,0.1,0,0,123,5.5,27
2026-07-17 00:00:00,EMP-1026,Engineering,0.1,0,0,88,8.5,11
2026-07-17 00:00:00,EMP-1027,Product,0.3,0,0,55,6.4,22
2026-07-17 00:00:00,EMP-1028,Sales,0.5,0,0,125,8.6,10
2026-07-17 00:00:00,EMP-1029,Customer Success,1.5,0,0,49,7,29
2026-07-17 00:00:00,EMP-1030,HR,0,0,0,92,6.8,14
2026-07-17 00:00:00,EMP-1031,Finance,0.3,0,0,67,9.8,10
2026-07-17 00:00:00,EMP-1032,Engineering,0.9,0,0,95,6.7,21
2026-07-17 00:00:00,EMP-1033,Product,0.1,0,0,86,5,25
2026-07-17 00:00:00,EMP-1034,Sales,0.4,0,0,63,6.8,17
2026-07-17 00:00:00,EMP-1035,Customer Success,0,0,0,57,7.9,16
2026-07-17 00:00:00,EMP-1036,HR,1.2,0,0,91,5.8,31
2026-07-17 00:00:00,EMP-1037,Finance,2.5,0,0,119,5,52
2026-07-17 00:00:00,EMP-1038,Engineering,2.5,0,0,151,7.5,36
2026-07-17 00:00:00,EMP-1039,Product,3.1,0,0,114,6.7,47
2026-07-17 00:00:00,EMP-1040,Sales,2.3,0,0,127,6.2,42
2026-07-17 00:00:00,EMP-1041,Customer Success,4.3,0,0,74,6.4,58
2026-07-17 00:00:00,EMP-1042,HR,0,0,0,70,6.7,15
2026-07-17 00:00:00,EMP-1043,Finance,0,0,0,114,6.2,26
2026-07-17 00:00:00,EMP-1044,Engineering,5.2,0,0,109,5.1,66
2026-07-17 00:00:00,EMP-1045,Product,1.9,0,0,78,8.5,22
2026-07-17 00:00:00,EMP-1046,Sales,1.4,0,0,108,10,14
2026-07-17 00:00:00,EMP-1047,Customer Success,1.4,0,0,129,4.8,39
2026-07-17 00:00:00,EMP-1048,HR,0,0,0,53,4.9,26
2026-07-17 00:00:00,EMP-1049,Finance,0,0,0,94,7.4,16
2026-07-17 00:00:00,EMP-1050,Engineering,1.8,0,0,125,4,49
2026-07-17 00:00:00,EMP-1051,Product,0,0,0,83,6.6,22
2026-07-17 00:00:00,EMP-1052,Sales,1.8,0,0,67,7.1,26
2026-07-17 00:00:00,EMP-1053,Customer Success,0,0,0,114,6.2,23
2026-07-17 00:00:00,EMP-1054,HR,0.9,0,0,86,5.3,39
2026-07-17 00:00:00,EMP-1055,Finance,0.3,0,0,56,7.5,20
2026-07-17 00:00:00,EMP-1056,Engineering,1.6,0,0,141,8.3,21
2026-07-17 00:00:00,EMP-1057,Product,0,0,0,129,7,16
2026-07-17 00:00:00,EMP-1058,Sales,1.8,0,0,86,6,36
2026-07-17 00:00:00,EMP-1059,Customer Success,0,0,0,100,7,22
2026-07-17 00:00:00,EMP-1060,HR,0,0,0,134,6.5,17
2026-07-17 00:00:00,EMP-1061,Finance,0.6,0,0,95,7,23
2026-07-17 00:00:00,EMP-1062,Engineering,0,0,0,147,5.6,30
2026-07-17 00:00:00,EMP-1063,Product,0,0,0,74,5.9,24
2026-07-17 00:00:00,EMP-1064,Sales,1.1,0,0,98,5.7,35
2026-07-17 00:00:00,EMP-1065,Customer Success,0,0,1,0,7,33
2026-07-17 00:00:00,EMP-1066,HR,0.7,0,0,89,7.3,16
2026-07-17 00:00:00,EMP-1067,Finance,1.5,0,0,130,5.6,38
2026-07-17 00:00:00,EMP-1068,Engineering,1,0,0,111,7,29
2026-07-17 00:00:00,EMP-1069,Product,2,0,0,102,6.7,31
2026-07-17 00:00:00,EMP-1070,Sales,1.4,0,0,77,8.5,15
2026-07-17 00:00:00,EMP-1071,Customer Success,1.3,0,0,85,5.5,38
2026-07-17 00:00:00,EMP-1072,HR,0,0,0,106,4.2,29
2026-07-17 00:00:00,EMP-1073,Finance,0,0,0,69,7,22
2026-07-17 00:00:00,EMP-1074,Engineering,0.7,0,0,198,6.8,26
2026-07-17 00:00:00,EMP-1075,Product,0,0,0,84,5.4,23
2026-07-17 00:00:00,EMP-1076,Sales,0,0,0,81,4.8,32
2026-07-17 00:00:00,EMP-1077,Customer Success,1.2,0,0,94,6.6,26
2026-07-17 00:00:00,EMP-1078,HR,1.2,0,0,96,9.6,10
2026-07-17 00:00:00,EMP-1079,Finance,0.8,0,0,73,7.2,27
2026-07-17 00:00:00,EMP-1080,Engineering,1.4,0,0,133,5.6,41
2026-07-17 00:00:00,EMP-1081,Product,0,0,0,62,6.1,25
2026-07-17 00:00:00,EMP-1082,Sales,0,8,0,0,7.4,16
2026-07-17 00:00:00,EMP-1083,Customer Success,2.1,0,0,28,7.1,37
2026-07-17 00:00:00,EMP-1084,HR,3.2,0,0,58,7.4,44
2026-07-17 00:00:00,EMP-1085,Finance,0.2,0,0,103,7.7,11
2026-07-17 00:00:00,EMP-1086,Engineering,0.7,0,0,130,7.9,21
2026-07-17 00:00:00,EMP-1087,Product,0,0,0,138,5.4,24
2026-07-17 00:00:00,EMP-1088,Sales,0.9,0,0,146,4.5,40
2026-07-17 00:00:00,EMP-1089,Customer Success,3,0,0,125,5,57
2026-07-17 00:00:00,EMP-1090,HR,0.8,0,0,64,8.8,13
2026-07-17 00:00:00,EMP-1091,Finance,1.8,0,0,72,4.8,46
2026-07-17 00:00:00,EMP-1092,Engineering,2.8,0,0,140,5.2,49
2026-07-17 00:00:00,EMP-1093,Product,0,0,0,67,6.1,18
2026-07-17 00:00:00,EMP-1094,Sales,0.3,0,0,71,7,19
2026-07-17 00:00:00,EMP-1095,Customer Success,3.5,0,0,106,6.5,49
2026-07-17 00:00:00,EMP-1096,HR,0,0,0,126,7.3,14
2026-07-17 00:00:00,EMP-1097,Finance,1.2,0,0,86,7.4,28
2026-07-17 00:00:00,EMP-1098,Engineering,0.4,0,0,81,4.6,36
2026-07-17 00:00:00,EMP-1099,Product,2.1,0,0,54,6.2,41
2026-07-17 00:00:00,EMP-1100,Sales,0,0,0,106,7.7,10
2026-07-20 00:00:00,EMP-1001,Finance,3.3,0,0,94,7,39
2026-07-20 00:00:00,EMP-1002,Engineering,1.1,0,0,89,6.8,26
2026-07-20 00:00:00,EMP-1003,Product,0,0,0,51,4.6,30
2026-07-20 00:00:00,EMP-1004,Sales,1.1,0,0,96,6.2,31
2026-07-20 00:00:00,EMP-1005,Customer Success,1.5,0,0,23,7.9,21
2026-07-20 00:00:00,EMP-1006,HR,0,0,0,129,7.1,14
2026-07-20 00:00:00,EMP-1007,Finance,0,0,0,79,5.4,23
2026-07-20 00:00:00,EMP-1008,Engineering,1.1,0,0,122,7.5,27
2026-07-20 00:00:00,EMP-1009,Product,0.5,0,0,105,8.5,11
2026-07-20 00:00:00,EMP-1010,Sales,1.2,0,0,58,6.4,30
2026-07-20 00:00:00,EMP-1011,Customer Success,2.6,0,0,0,6.7,38
2026-07-20 00:00:00,EMP-1012,HR,0.4,0,0,92,5.8,24
2026-07-20 00:00:00,EMP-1013,Finance,0.2,0,0,122,7,22
2026-07-20 00:00:00,EMP-1014,Engineering,1.1,0,0,102,7.8,23
2026-07-20 00:00:00,EMP-1015,Product,0.5,0,0,66,5,32
2026-07-20 00:00:00,EMP-1016,Sales,1.6,0,0,96,7.7,25
2026-07-20 00:00:00,EMP-1017,Customer Success,0,0,0,79,5.4,28
2026-07-20 00:00:00,EMP-1018,HR,0,0,0,70,3.7,37
2026-07-20 00:00:00,EMP-1019,Finance,2.6,0,0,104,7.3,36
2026-07-20 00:00:00,EMP-1020,Engineering,0.1,0,0,90,7.4,15
2026-07-20 00:00:00,EMP-1021,Product,0,8,0,0,6.9,17
2026-07-20 00:00:00,EMP-1022,Sales,0,0,0,84,5.7,23
2026-07-20 00:00:00,EMP-1023,Customer Success,2.4,0,0,54,7.3,35
2026-07-20 00:00:00,EMP-1024,HR,1.9,0,0,92,5.9,42
2026-07-20 00:00:00,EMP-1025,Finance,0,0,0,74,6.7,20
2026-07-20 00:00:00,EMP-1026,Engineering,2.6,0,0,126,7.8,29
2026-07-20 00:00:00,EMP-1027,Product,0,0,0,86,6.9,17
2026-07-20 00:00:00,EMP-1028,Sales,2.6,0,0,112,7.5,32
2026-07-20 00:00:00,EMP-1029,Customer Success,0,0,0,60,8.2,11
2026-07-20 00:00:00,EMP-1030,HR,0,0,0,58,4.7,30
2026-07-20 00:00:00,EMP-1031,Finance,0,0,0,106,7.5,11
2026-07-20 00:00:00,EMP-1032,Engineering,3.1,0,0,114,6.7,47
2026-07-20 00:00:00,EMP-1033,Product,0,0,0,108,6.9,17
2026-07-20 00:00:00,EMP-1034,Sales,0.8,0,0,144,7.3,18
2026-07-20 00:00:00,EMP-1035,Customer Success,2.2,0,0,79,6.1,45
2026-07-20 00:00:00,EMP-1036,HR,0,0,0,79,6.5,16
2026-07-20 00:00:00,EMP-1037,Finance,1.5,0,0,70,6.6,31
2026-07-20 00:00:00,EMP-1038,Engineering,0,8,0,0,7.1,18
2026-07-20 00:00:00,EMP-1039,Product,0.3,0,0,75,5.8,23
2026-07-20 00:00:00,EMP-1040,Sales,1.6,0,0,69,7.1,26
2026-07-20 00:00:00,EMP-1041,Customer Success,3,0,0,85,7.2,35
2026-07-20 00:00:00,EMP-1042,HR,2.5,0,0,99,4.7,52
2026-07-20 00:00:00,EMP-1043,Finance,0.3,0,0,110,7,22
2026-07-20 00:00:00,EMP-1044,Engineering,0.1,0,0,114,5.8,30
2026-07-20 00:00:00,EMP-1045,Product,1.8,0,0,63,7.3,26
2026-07-20 00:00:00,EMP-1046,Sales,1.9,0,0,91,8.5,24
2026-07-20 00:00:00,EMP-1047,Customer Success,1.9,0,0,92,7.7,26
2026-07-20 00:00:00,EMP-1048,HR,1.8,0,0,90,2.8,61
2026-07-20 00:00:00,EMP-1049,Finance,2.6,0,0,75,7.1,37
2026-07-20 00:00:00,EMP-1050,Engineering,2.6,0,0,109,5.4,43
2026-07-20 00:00:00,EMP-1051,Product,3.2,0,0,77,7,44
2026-07-20 00:00:00,EMP-1052,Sales,0,0,0,84,6,20
2026-07-20 00:00:00,EMP-1053,Customer Success,0.3,0,0,94,8.1,17
